customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
20661,Mrs.,Taylor,Diaz,1969-10-07,Married,Female,taylor46@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Taylor Diaz,56,Medium
20662,Mrs.,Taylor,Perry,1968-12-14,Married,Female,taylor33@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,Taylor Perry,57,Medium
20663,Mrs.,Kaitlyn,Stewart,1968-09-06,Single,Female,kaitlyn47@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,No,Kaitlyn Stewart,57,Medium
20664,Mr.,Isaiah,Watson,1968-05-23,Married,Male,isaiah0@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,Isaiah Watson,58,Medium
20665,Mr.,James,Evans,1968-08-21,Single,Male,james50@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,James Evans,57,Medium
20666,Mrs.,Lacey,Rai,1968-10-07,Single,Female,lacey7@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,Lacey Rai,57,Medium
20667,Mrs.,Jodi,Pal,1968-12-27,Single,Female,jodi12@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,Yes,Jodi Pal,57,Medium
20668,Mrs.,Eric,Rothenberg,1968-10-07,Single,Female,eric9@adventure-works.com,70000.0,2,Bachelors,Skilled Manual,No,Eric Rothenberg,57,Medium
20669,Ms.,Rachel,Ross,1967-04-07,Single,Female,rachel51@adventure-works.com,40000.0,0,Bachelors,Professional,Yes,Rachel Ross,59,Low
20670,Mrs.,Julia,Cox,1970-03-12,Married,Female,julia55@adventure-works.com,60000.0,1,Graduate Degree,Professional,Yes,Julia Cox,56,Medium
20671,Mr.,Ronald,Sanchez,1970-02-13,Married,Male,ronald23@adventure-works.com,70000.0,4,Graduate Degree,Professional,Yes,Ronald Sanchez,56,Medium
20672,Mr.,Fernando,Ross,1970-03-07,Single,Male,fernando48@adventure-works.com,70000.0,4,Graduate Degree,Professional,Yes,Fernando Ross,56,Medium
20673,Mr.,Dylan,Washington,1970-10-23,Married,Male,dylan12@adventure-works.com,70000.0,4,Graduate Degree,Professional,Yes,Dylan Washington,55,Medium
20674,Mr.,Samuel,Butler,1967-02-26,Single,Male,samuel13@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,No,Samuel Butler,59,Medium
20675,Mrs.,Natalie,Martin,1967-11-02,Single,Female,natalie82@adventure-works.com,50000.0,2,Bachelors,Skilled Manual,No,Natalie Martin,58,Medium
20676,Mr.,Carlos,Parker,1966-09-21,Married,Male,carlos25@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Yes,Carlos Parker,59,Medium
20677,Mrs.,Trinity,Bailey,1966-08-13,Single,Female,trinity14@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Yes,Trinity Bailey,59,Medium
20678,Mrs.,Martha,Lin,1966-03-27,Single,Female,martha7@adventure-works.com,60000.0,3,Bachelors,Skilled Manual,Yes,Martha Lin,60,Medium
20679,Mr.,Dakota,Jenkins,1966-05-14,Married,Male,dakota5@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Dakota Jenkins,60,Medium
20680,Ms.,Ashley,Anderson,1966-07-19,Single,Female,ashley10@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Ashley Anderson,59,Medium
20681,Mr.,Walter,Moreno,1969-04-28,Single,Male,walter19@adventure-works.com,70000.0,5,Graduate Degree,Professional,Yes,Walter Moreno,57,Medium
20682,Mr.,John,Davis,1969-10-16,Married,Male,john44@adventure-works.com,80000.0,2,Graduate Degree,Professional,Yes,John Davis,56,Medium
20683,Mrs.,Amanda,Mitchell,1969-08-21,Married,Female,amanda54@adventure-works.com,80000.0,3,Graduate Degree,Professional,Yes,Amanda Mitchell,56,Medium
20684,Mrs.,Olivia,Lee,1969-01-28,Married,Female,olivia21@adventure-works.com,80000.0,3,Graduate Degree,Professional,Yes,Olivia Lee,57,Medium
20685,Ms.,Mariah,Powell,1965-01-01,Married,Female,mariah13@adventure-works.com,40000.0,0,Bachelors,Professional,No,Mariah Powell,61,Low
20686,Mr.,Lucas,Nelson,1965-04-07,Single,Male,lucas1@adventure-works.com,40000.0,0,Bachelors,Professional,Yes,Lucas Nelson,61,Low
20687,Ms.,Rebecca,Campbell,1965-02-04,Single,Female,rebecca9@adventure-works.com,40000.0,0,Bachelors,Professional,No,Rebecca Campbell,61,Low
20688,Mr.,Steven,Ramirez,1965-09-11,Married,Male,steven17@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Steven Ramirez,60,Medium
20689,Mr.,Connor,Green,1965-07-08,Married,Male,connor41@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Connor Green,60,Medium
20690,Mr.,Nathaniel,Torres,1965-11-04,Married,Male,nathaniel5@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Nathaniel Torres,60,Medium
20691,Mr.,Eduardo,Smith,1965-02-14,Married,Male,eduardo0@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Eduardo Smith,61,Medium
20692,Mr.,John,Lewis,1965-12-06,Married,Male,john55@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,John Lewis,60,Medium
20693,Mr.,Zachary,Perry,1965-09-10,Single,Male,zachary6@adventure-works.com,60000.0,0,Graduate Degree,Professional,No,Zachary Perry,60,Medium
20694,Mr.,Daniel,Anderson,1964-04-12,Married,Male,daniel7@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Daniel Anderson,62,Medium
20695,Mr.,Joshua,Brown,1964-02-08,Married,Male,joshua6@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Joshua Brown,62,Medium
20696,Mr.,Ethan,Gonzales,1964-06-21,Married,Male,ethan13@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,No,Ethan Gonzales,61,Medium
20697,Mrs.,Stefanie,Schmidt,1964-12-26,Married,Female,stefanie7@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Stefanie Schmidt,61,Medium
20698,Mr.,Darren,Chandra,1964-03-19,Married,Male,darren4@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Darren Chandra,62,Medium
20699,Mr.,Hunter,Wang,1964-02-13,Single,Male,hunter19@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,No,Hunter Wang,62,Medium
20700,Mr.,Marcus,Scott,1964-08-02,Married,Male,marcus32@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,Yes,Marcus Scott,61,Medium
20701,Mrs.,Liz,Anderson,1964-07-23,Single,Female,liz0@adventure-works.com,60000.0,4,Bachelors,Skilled Manual,No,Liz Anderson,61,Medium
20702,Mr.,Oscar,Ross,1963-09-08,Single,Male,oscar12@adventure-works.com,70000.0,4,Bachelors,Skilled Manual,No,Oscar Ross,62,Medium
20703,Mr.,Seth,White,1963-05-26,Single,Male,seth13@adventure-works.com,70000.0,4,Bachelors,Professional,Yes,Seth White,63,Medium
20704,Mr.,Shane,Rodriguez,1963-02-21,Married,Male,shane22@adventure-works.com,70000.0,4,Bachelors,Professional,Yes,Shane Rodriguez,63,Medium
20705,Mr.,Kevin,Roberts,1968-09-02,Married,Male,kevin41@adventure-works.com,70000.0,0,Bachelors,Professional,No,Kevin Roberts,57,Medium
20706,Ms.,Haley,Gonzalez,1968-03-18,Single,Female,haley48@adventure-works.com,70000.0,0,Bachelors,Professional,Yes,Haley Gonzalez,58,Medium
20707,Ms.,Danielle,Stewart,1968-01-08,Single,Female,danielle26@adventure-works.com,70000.0,0,Bachelors,Professional,No,Danielle Stewart,58,Medium
20708,Mr.,Devin,Thompson,1963-09-10,Single,Male,devin14@adventure-works.com,70000.0,4,Bachelors,Professional,Yes,Devin Thompson,62,Medium
20709,Mr.,Samuel,Evans,1963-06-12,Married,Male,samuel31@adventure-works.com,70000.0,0,Bachelors,Professional,No,Samuel Evans,62,Medium
20710,Mr.,Andres,Raje,1974-11-08,Married,Male,andres11@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Andres Raje,51,Low
20711,Mrs.,Ebony,Sanz,1974-01-05,Married,Female,ebony41@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Ebony Sanz,52,Low
20712,Mr.,Colin,Huang,1974-07-21,Married,Male,colin6@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Colin Huang,51,Low
20713,Ms.,Kathleen,Gill,1972-09-16,Single,Female,kathleen15@adventure-works.com,10000.0,0,Partial High School,Manual,No,Kathleen Gill,53,Low
20714,Ms.,Christine,Beck,1972-07-16,Single,Female,christine15@adventure-works.com,20000.0,0,Partial High School,Manual,No,Christine Beck,53,Low
20715,Mr.,Henry,Kapoor,1972-06-22,Single,Male,henry3@adventure-works.com,20000.0,0,Partial High School,Manual,No,Henry Kapoor,53,Low
20716,Mrs.,Kristina,Arun,1973-09-13,Married,Female,kristina7@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Kristina Arun,52,Low
20717,Ms.,Chelsea,Ray,1973-03-06,Single,Female,chelsea12@adventure-works.com,40000.0,0,Graduate Degree,Skilled Manual,No,Chelsea Ray,53,Low
20718,Mr.,Ricky,Ruiz,1972-12-24,Single,Male,ricky2@adventure-works.com,30000.0,0,High School,Manual,Yes,Ricky Ruiz,53,Low
20719,Mr.,Lawrence,Alvarez,1972-08-20,Single,Male,lawrence2@adventure-works.com,30000.0,0,High School,Manual,No,Lawrence Alvarez,53,Low
20720,Ms.,Regina,Subram,1972-07-04,Single,Female,regina12@adventure-works.com,30000.0,0,High School,Manual,No,Regina Subram,53,Low
20721,Ms.,Hailey,Perry,1971-07-09,Single,Female,hailey29@adventure-works.com,10000.0,0,Partial High School,Manual,Yes,Hailey Perry,54,Low
20722,Mrs.,Kellie,Serrano,1972-04-24,Single,Female,kellie15@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Kellie Serrano,54,Low
20723,Mr.,Cedric,Zhu,1971-12-26,Single,Male,cedric13@adventure-works.com,20000.0,0,Partial High School,Manual,No,Cedric Zhu,54,Low
20724,Ms.,Ebony,Vance,1971-01-08,Single,Female,ebony3@adventure-works.com,20000.0,0,Partial High School,Manual,Yes,Ebony Vance,55,Low
20725,Ms.,Linda,Romero,1971-04-04,Single,Female,linda24@adventure-works.com,20000.0,0,Partial High School,Manual,Yes,Linda Romero,55,Low
20726,Ms.,Beth,Romero,1971-08-18,Single,Female,beth11@adventure-works.com,30000.0,0,High School,Manual,No,Beth Romero,54,Low
20727,Mr.,Arturo,Ye,1970-01-13,Single,Male,arturo10@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Arturo Ye,56,Low
20728,Mr.,Cedric,Chande,1970-12-14,Single,Male,cedric33@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Cedric Chande,55,Low
20729,Mrs.,Aimee,Zhou,1971-10-20,Married,Female,aimee7@adventure-works.com,40000.0,2,Partial College,Clerical,No,Aimee Zhou,54,Low
20730,Mr.,Aaron,Shan,1971-06-15,Single,Male,aaron31@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Aaron Shan,54,Low
20731,Mr.,Andre,Kovár,1970-06-14,Single,Male,andre4@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,No,Andre Kovár,55,Medium
20732,Mr.,Joshua,Walker,1975-03-25,Single,Male,joshua25@adventure-works.com,40000.0,3,Partial College,Clerical,Yes,Joshua Walker,51,Low
20733,Mrs.,Sheena,Luo,1974-12-07,Single,Female,sheena5@adventure-works.com,40000.0,3,Partial College,Clerical,Yes,Sheena Luo,51,Low
20734,Mr.,Luis,Phillips,1974-07-17,Married,Male,luis38@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,Yes,Luis Phillips,51,Medium
20735,Ms.,Caitlin,Cooper,1974-10-23,Married,Female,caitlin15@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,Yes,Caitlin Cooper,51,Medium
20736,Mrs.,Alexandra,Howard,1975-06-13,Single,Female,alexandra15@adventure-works.com,40000.0,4,Partial College,Clerical,Yes,Alexandra Howard,50,Low
20737,Mrs.,Victoria,Griffin,1929-07-03,Married,Female,victoria67@adventure-works.com,20000.0,2,Partial College,Clerical,No,Victoria Griffin,96,Low
20738,Mr.,Alex,Kelly,1966-07-22,Married,Male,alex5@adventure-works.com,60000.0,0,Graduate Degree,Skilled Manual,Yes,Alex Kelly,59,Medium
20739,Mrs.,Kaitlyn,Carter,1953-09-24,Single,Female,kaitlyn8@adventure-works.com,10000.0,2,High School,Manual,Yes,Kaitlyn Carter,72,Low
20740,Mrs.,Kathryn,Sharma,1953-06-09,Married,Female,kathryn8@adventure-works.com,10000.0,2,High School,Manual,Yes,Kathryn Sharma,73,Low
20741,Mrs.,Jocelyn,Foster,1953-09-26,Single,Female,jocelyn15@adventure-works.com,20000.0,2,High School,Manual,Yes,Jocelyn Foster,72,Low
20742,Mrs.,Isabella,Stewart,1953-02-17,Married,Female,isabella81@adventure-works.com,20000.0,2,High School,Manual,No,Isabella Stewart,73,Low
20743,Mrs.,Arianna,Howard,1953-07-14,Married,Female,arianna33@adventure-works.com,20000.0,2,High School,Manual,No,Arianna Howard,72,Low
20744,Mrs.,Amanda,Barnes,1953-03-01,Married,Female,amanda24@adventure-works.com,20000.0,2,High School,Manual,No,Amanda Barnes,73,Low
20745,Mrs.,Mariah,Price,1954-06-04,Married,Female,mariah4@adventure-works.com,20000.0,2,Partial High School,Manual,No,Mariah Price,72,Low
20746,Mrs.,Christina,Torres,1954-02-27,Married,Female,christina11@adventure-works.com,20000.0,2,Partial High School,Manual,No,Christina Torres,72,Low
20747,Mrs.,Melody,Vazquez,1954-11-25,Married,Female,melody15@adventure-works.com,20000.0,3,Partial High School,Clerical,No,Melody Vazquez,71,Low
20748,Mrs.,Stephanie,Watson,1954-10-05,Single,Female,stephanie24@adventure-works.com,20000.0,3,Partial High School,Clerical,Yes,Stephanie Watson,71,Low
20749,Mrs.,Joan,Morgan,1954-04-15,Married,Female,joan11@adventure-works.com,30000.0,1,High School,Clerical,Yes,Joan Morgan,72,Low
20750,Mrs.,Katherine,King,1954-09-26,Married,Female,katherine67@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Katherine King,71,Low
20751,Mr.,Jermaine,Arthur,1955-10-20,Married,Male,jermaine5@adventure-works.com,30000.0,1,High School,Clerical,No,Jermaine Arthur,70,Low
20752,Mr.,Christian,Simmons,1955-09-15,Married,Male,christian2@adventure-works.com,30000.0,1,High School,Clerical,No,Christian Simmons,70,Low
20753,Mrs.,Taylor,Kelly,1955-11-22,Married,Female,taylor23@adventure-works.com,30000.0,1,High School,Clerical,No,Taylor Kelly,70,Low
20754,Mr.,Ian,Davis,1955-05-12,Married,Male,ian6@adventure-works.com,30000.0,2,High School,Skilled Manual,Yes,Ian Davis,71,Low
20755,Mr.,Alex,Lopez,1955-06-04,Married,Male,alex41@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Alex Lopez,71,Low
20756,Mr.,Marcus,Griffin,1956-01-25,Married,Male,marcus70@adventure-works.com,30000.0,2,High School,Skilled Manual,No,Marcus Griffin,70,Low
20757,Mrs.,Alexia,Powell,1956-06-17,Married,Female,alexia8@adventure-works.com,30000.0,2,High School,Skilled Manual,No,Alexia Powell,69,Low
20758,Mr.,Jesse,Sanders,1956-03-05,Married,Male,jesse3@adventure-works.com,30000.0,2,High School,Skilled Manual,Yes,Jesse Sanders,70,Low
20759,Mrs.,Teresa,Serrano,1956-05-20,Married,Female,teresa17@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Teresa Serrano,70,Low
20760,Mr.,Thomas,Alexander,1956-09-19,Married,Male,thomas21@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Thomas Alexander,69,Low
20761,Mr.,Jonathan,Washington,1956-11-12,Married,Male,jonathan13@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Jonathan Washington,69,Low
20762,Mrs.,Jennifer,King,1957-10-12,Married,Female,jennifer22@adventure-works.com,30000.0,2,High School,Skilled Manual,Yes,Jennifer King,68,Low
20763,Mr.,Lucas,Carter,1957-08-13,Married,Male,lucas2@adventure-works.com,30000.0,2,High School,Skilled Manual,Yes,Lucas Carter,68,Low
20764,Mr.,Christian,Taylor,1957-01-16,Married,Male,christian43@adventure-works.com,30000.0,2,High School,Skilled Manual,No,Christian Taylor,69,Low
20765,Mr.,Wyatt,Lopez,1957-05-19,Married,Male,wyatt31@adventure-works.com,40000.0,1,Partial College,Clerical,Yes,Wyatt Lopez,69,Low
20766,Mr.,Charles,Morgan,1958-04-10,Married,Male,charles61@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Charles Morgan,68,Low
20767,Mrs.,Rachel,Thomas,1958-09-23,Single,Female,rachel13@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Rachel Thomas,67,Low
20769,Mrs.,Michelle,Sanders,1958-04-03,Married,Female,michelle5@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Michelle Sanders,68,Low
20770,Mr.,Carlos,Mitchell,1958-05-14,Married,Male,carlos40@adventure-works.com,80000.0,5,Graduate Degree,Skilled Manual,Yes,Carlos Mitchell,68,Medium
20771,Mrs.,Madeline,Edwards,1958-12-15,Married,Female,madeline1@adventure-works.com,80000.0,4,Graduate Degree,Skilled Manual,Yes,Madeline Edwards,67,Medium
20772,Mrs.,Samantha,Garcia,1958-04-08,Single,Female,samantha18@adventure-works.com,80000.0,4,Graduate Degree,Skilled Manual,Yes,Samantha Garcia,68,Medium
20773,Mrs.,Natalie,Rodriguez,1958-03-08,Single,Female,natalie87@adventure-works.com,80000.0,4,Graduate Degree,Skilled Manual,No,Natalie Rodriguez,68,Medium
20774,Mr.,Anthony,Miller,1958-07-07,Single,Male,anthony15@adventure-works.com,80000.0,4,Graduate Degree,Skilled Manual,Yes,Anthony Miller,67,Medium
20775,Mr.,Bruce,Alonso,1959-06-24,Married,Male,bruce30@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Bruce Alonso,66,Low
20776,Mrs.,Haley,Long,1959-10-11,Married,Female,haley28@adventure-works.com,40000.0,2,Partial College,Clerical,Yes,Haley Long,66,Low
20777,Mrs.,Carly,Sharma,1959-10-08,Married,Female,carly9@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Carly Sharma,66,Medium
20778,Mr.,Seth,Ramirez,1959-10-04,Married,Male,seth80@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Seth Ramirez,66,Medium
20780,Mr.,Michael,White,1959-01-23,Married,Male,michael44@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Michael White,67,Medium
20781,Mrs.,Kayla,Lee,1959-10-11,Married,Female,kayla21@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Kayla Lee,66,Medium
20782,Mr.,Alan,Ye,1959-05-07,Married,Male,alan13@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Alan Ye,67,Medium
20783,Mrs.,Amanda,Collins,1959-03-17,Married,Female,amanda46@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Amanda Collins,67,Medium
20784,Mr.,Eduardo,Walker,1959-02-21,Married,Male,eduardo22@adventure-works.com,60000.0,4,Graduate Degree,Skilled Manual,Yes,Eduardo Walker,67,Medium
20786,Mr.,Marcus,Perez,1972-11-20,Married,Male,marcus40@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,Yes,Marcus Perez,53,Medium
20787,Ms.,Bridget,Pal,1973-08-03,Married,Female,bridget14@adventure-works.com,40000.0,0,Graduate Degree,Skilled Manual,Yes,Bridget Pal,52,Low
20788,Mrs.,Sara,Gonzalez,1973-07-16,Single,Female,sara34@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,Yes,Sara Gonzalez,52,Low
20789,Mr.,Miguel,Williams,1973-07-15,Married,Male,miguel1@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,No,Miguel Williams,52,Low
20790,Mrs.,Kayla,Harrison,1973-06-06,Married,Female,kayla14@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,Yes,Kayla Harrison,53,Low
20791,Mr.,Ryan,Patterson,1973-02-05,Married,Male,ryan13@adventure-works.com,40000.0,1,Graduate Degree,Skilled Manual,Yes,Ryan Patterson,53,Low
20792,Mrs.,Hailey,Rivera,1971-07-04,Married,Female,hailey8@adventure-works.com,60000.0,1,Graduate Degree,Skilled Manual,Yes,Hailey Rivera,54,Medium
20793,Mr.,Gary,Martin,1970-10-04,Single,Male,gary10@adventure-works.com,10000.0,0,Graduate Degree,Manual,Yes,Gary Martin,55,Low
20794,Mrs.,Brenda,Rana,1962-02-08,Married,Female,brenda15@adventure-works.com,10000.0,1,Graduate Degree,Manual,Yes,Brenda Rana,64,Low
20795,Mr.,Emmanuel,Subram,1962-05-18,Single,Male,emmanuel12@adventure-works.com,10000.0,1,Graduate Degree,Manual,Yes,Emmanuel Subram,64,Low
20796,Mrs.,Claudia,Guo,1961-08-16,Single,Female,claudia15@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Claudia Guo,64,Low
20797,Mrs.,Dawn,Hu,1958-08-22,Married,Female,dawn22@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Dawn Hu,67,Low
20798,Mr.,Mathew,Munoz,1958-09-04,Married,Male,mathew3@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Mathew Munoz,67,Low
20799,Mr.,Peter,Raje,1958-08-24,Married,Male,peter19@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Peter Raje,67,Low
20800,Mr.,Connor,Jenkins,1957-11-16,Married,Male,connor3@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Connor Jenkins,68,Low
20801,Mr.,Ronald,Chandra,1957-11-24,Single,Male,ronald4@adventure-works.com,10000.0,1,Partial College,Manual,Yes,Ronald Chandra,68,Low
20802,Mr.,Jon,Li,1957-02-24,Single,Male,jon22@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Jon Li,69,Low
20803,Mrs.,Nicole,Rodriguez,1956-02-16,Single,Female,nicole20@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Nicole Rodriguez,70,Low
20804,Mrs.,Katelyn,Torres,1955-11-11,Married,Female,katelyn12@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Katelyn Torres,70,Low
20805,Mr.,Brandon,Williams,1955-09-12,Married,Male,brandon40@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Brandon Williams,70,Low
20806,Mr.,James,Lopez,1955-02-26,Married,Male,james69@adventure-works.com,10000.0,2,Partial College,Manual,Yes,James Lopez,71,Low
20807,Mr.,Jordan,Foster,1955-07-03,Married,Male,jordan13@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Jordan Foster,70,Low
20808,Mrs.,Julie,Jai,1955-05-18,Married,Female,julie16@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Julie Jai,71,Low
20809,Mr.,Benjamin,Anderson,1954-05-13,Married,Male,benjamin44@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Benjamin Anderson,72,Low
20810,Mrs.,Brittney,He,1941-12-23,Married,Female,brittney17@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Brittney He,84,Low
20811,Mr.,Calvin,Shan,1942-07-18,Single,Male,calvin10@adventure-works.com,40000.0,1,Graduate Degree,Clerical,Yes,Calvin Shan,83,Low
20812,Mr.,Preston,Prasad,1980-02-17,Single,Male,preston8@adventure-works.com,10000.0,0,Partial College,Manual,No,Preston Prasad,46,Low
20813,Mr.,Michael,Rothkugel,1979-04-12,Married,Male,michael22@adventure-works.com,10000.0,0,Partial College,Manual,Yes,Michael Rothkugel,47,Low
20814,Ms.,Margaret,Lu,1979-04-01,Single,Female,margaret17@adventure-works.com,10000.0,0,Partial College,Manual,Yes,Margaret Lu,47,Low
20815,Ms.,Tracy,Andersen,1979-02-05,Single,Female,tracy12@adventure-works.com,10000.0,0,Partial College,Manual,Yes,Tracy Andersen,47,Low
20816,Mr.,Connor,Ross,1980-07-12,Married,Male,connor0@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Connor Ross,45,Low
20817,Mr.,Geoffrey,Rodriguez,1978-04-07,Single,Male,geoffrey17@adventure-works.com,10000.0,0,Partial College,Manual,No,Geoffrey Rodriguez,48,Low
20818,Ms.,Rachel,Powell,1977-07-13,Single,Female,rachel56@adventure-works.com,10000.0,0,High School,Manual,No,Rachel Powell,48,Low
20819,Mr.,Raymond,Madan,1979-02-21,Single,Male,raymond9@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Raymond Madan,47,Low
20820,Ms.,Kathleen,Rubio,1979-06-14,Married,Female,kathleen20@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Kathleen Rubio,46,Low
20821,Mr.,Hany,Morcos,1978-08-25,Married,Male,hany0@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Hany Morcos,47,Low
20822,Mr.,Shannon,Ruiz,1977-08-03,Single,Male,shannon24@adventure-works.com,20000.0,0,Partial College,Manual,No,Shannon Ruiz,48,Low
20823,Mr.,Troy,Martinez,1977-04-28,Married,Male,troy19@adventure-works.com,20000.0,0,Partial College,Manual,Yes,Troy Martinez,49,Low
20824,Mr.,Derek,Xu,1943-05-10,Single,Male,derek5@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Derek Xu,83,Low
20825,Mrs.,Pamela,Kapoor,1943-12-04,Married,Female,pamela4@adventure-works.com,40000.0,1,Graduate Degree,Clerical,Yes,Pamela Kapoor,82,Low
20826,Mrs.,Jillian,Raman,1961-05-12,Single,Female,jillian13@adventure-works.com,20000.0,1,Partial College,Manual,No,Jillian Raman,65,Low
20827,Mrs.,Jillian,Perez,1961-09-06,Single,Female,jillian21@adventure-works.com,20000.0,1,Partial College,Manual,No,Jillian Perez,64,Low
20828,Mrs.,Jaclyn,Shan,1961-02-17,Married,Female,jaclyn34@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Jaclyn Shan,65,Low
20829,Mr.,Andy,Diaz,1961-11-15,Married,Male,andy7@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Andy Diaz,64,Low
20830,Mrs.,Whitney,Martinez,1961-01-19,Married,Female,whitney16@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Whitney Martinez,65,Low
20831,Mr.,Drew,Xu,1961-06-06,Married,Male,drew5@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Yes,Drew Xu,65,Low
20832,Mr.,Kelvin,Tang,1961-05-09,Single,Male,kelvin1@adventure-works.com,30000.0,3,Graduate Degree,Clerical,Yes,Kelvin Tang,65,Low
20833,Mr.,Douglas,Sai,1960-05-11,Single,Male,douglas9@adventure-works.com,20000.0,1,Partial College,Manual,No,Douglas Sai,66,Low
20834,Mrs.,Brenda,Kapoor,1960-07-27,Single,Female,brenda5@adventure-works.com,30000.0,3,Graduate Degree,Clerical,Yes,Brenda Kapoor,65,Low
20835,Mr.,Ruben,Gutierrez,1959-06-14,Married,Male,ruben34@adventure-works.com,20000.0,2,Partial College,Manual,Yes,Ruben Gutierrez,66,Low
20836,Mr.,Stanley,Chandra,1959-09-23,Married,Male,stanley2@adventure-works.com,20000.0,2,Partial College,Manual,Yes,Stanley Chandra,66,Low
20837,Mr.,Jimmy,Rubio,1959-09-01,Married,Male,jimmy25@adventure-works.com,20000.0,2,Partial College,Manual,Yes,Jimmy Rubio,66,Low
20838,Mrs.,Chloe,Jones,1959-04-17,Single,Female,chloe37@adventure-works.com,30000.0,3,Graduate Degree,Clerical,Yes,Chloe Jones,67,Low
